"Gene"	"GC_content"	"Mean_transcript_length"
"12811"	"Gm14293"	41.94	577
"12812"	"Gm14294"	49.8	751
"12813"	"Gm14295"	41.6	1303.33333333333
"12814"	"Gm14296"	42.49	2671.8
"12815"	"Gm14297"	35.74	291
"12816"	"Gm14298"	36.71	237
"12817"	"Gm14299"	49.87	397
"12818"	"Gm14300"	48.2	946
"12819"	"Gm14301"	35.49	324
"12820"	"Gm14302"	45.09	382
"12821"	"Gm14303"	58.48	171
"12822"	"Gm14304"	47.37	446
"12823"	"Gm14305"	42.41	1436.66666666667
"12824"	"Gm14307"	35.74	291
"12825"	"Gm14308"	41.84	1137
"12826"	"Gm14314"	53	1015
"12827"	"Gm14317"	48.96	1464
"12828"	"Gm14319"	52.91	703
"12829"	"Gm14320"	43.25	1023
"12830"	"Gm14321"	54.89	491.5
"12831"	"Gm14322"	41.98	965
"12832"	"Gm14323"	51.67	627
"12833"	"Gm14324"	35.78	3051
"12834"	"Gm14325"	40.69	1126.66666666667
"12835"	"Gm14326"	41.37	1281.75
"12836"	"Gm14327"	42.16	821.5
"12837"	"Gm14328"	50.49	408
"12838"	"Gm14329"	43.66	591
"12839"	"Gm14330"	40.35	455
"12840"	"Gm14331"	44.18	409
"12841"	"Gm14332"	51.36	899
"12842"	"Gm14333"	42.05	264
"12843"	"Gm14334"	46.18	693
"12844"	"Gm14335"	42.59	810
"12845"	"Gm14336"	48	475
"12846"	"Gm14339"	51.47	423
"12847"	"Gm14340"	48.11	1913
"12848"	"Gm14341"	47.22	667
"12849"	"Gm14342"	47.47	2119
"12850"	"Gm14343"	47.17	731
"12851"	"Gm14344"	46.96	580
"12852"	"Gm14348"	47.24	868
"12853"	"Gm14349"	51.95	902
"12854"	"Gm14350"	45	640
"12855"	"Gm14352"	48.33	449
"12856"	"Gm14353"	47.3	869
"12857"	"Gm14355"	41.29	264
"12858"	"Gm14356"	47.18	869
"12859"	"Gm14357"	47.47	868
"12860"	"Gm14358"	43.04	403
"12861"	"Gm14359"	46.05	424
"12862"	"Gm14360"	43.25	393
"12863"	"Gm14361"	47.47	868
"12864"	"Gm14362"	41.76	273
"12865"	"Gm14363"	43.25	409
"12866"	"Gm14364"	41.57	267
"12867"	"Gm14365"	48.38	587
"12868"	"Gm14366"	42.99	730
"12869"	"Gm14367"	39.95	1497
"12870"	"Gm14368"	43.06	415
"12871"	"Gm14369"	42.81	285
"12872"	"Gm14370"	47.24	868
"12873"	"Gm14371"	46.42	1518
"12874"	"Gm14372"	49.57	2193
"12875"	"Gm14373"	45.27	2158
"12876"	"Gm14375"	47.13	855
"12877"	"Gm14376"	55.75	297
"12878"	"Gm14377"	46.59	2094
"12879"	"Gm14379"	53.68	1878
"12880"	"Gm14380"	45.24	431
"12881"	"Gm14381"	53.14	414
"12882"	"Gm14382"	49.43	437
"12883"	"Gm14383"	47.41	386
"12884"	"Gm14385"	47.03	876
"12885"	"Gm14387"	34.64	2055
"12886"	"Gm14388"	46.12	477
"12887"	"Gm14389"	48.55	241
"12888"	"Gm14390"	33.8	1695
"12889"	"Gm14391"	41.22	2074.83333333333
"12890"	"Gm14392"	38.04	401
"12891"	"Gm14393"	39.88	594.5
"12892"	"Gm14394"	53.56	295
"12893"	"Gm14395"	54.35	563
"12894"	"Gm14396"	51.63	505
"12895"	"Gm14397"	50.18	576
"12896"	"Gm14398"	45.67	1073
"12897"	"Gm14399"	41.36	849
"12898"	"Gm14400"	34.89	2135
"12899"	"Gm14401"	39.28	847.5
"12900"	"Gm14402"	38	508
"12901"	"Gm14403"	42.19	894.666666666667
"12902"	"Gm14404"	32.95	1660
"12903"	"Gm14405"	35.53	2330
"12904"	"Gm14406"	39.6	939.5
"12905"	"Gm14407"	53.24	447
"12906"	"Gm14408"	37.97	343.5
"12907"	"Gm14409"	34.96	1050
"12908"	"Gm14410"	41.77	903.333333333333
"12909"	"Gm14411"	34.22	914
"12910"	"Gm14412"	39	1581
"12911"	"Gm14413"	38.02	408
"12912"	"Gm14414"	51.66	573
"12913"	"Gm14415"	33.74	1578
"12914"	"Gm14416"	35.21	2308
"12915"	"Gm14417"	34.19	1074
"12916"	"Gm14418"	42.04	1026.66666666667
"12917"	"Gm14419"	41.73	844
"12918"	"Gm14421"	34.91	1958
"12919"	"Gm14424"	59.28	895
"12920"	"Gm14425"	48.35	606
"12921"	"Gm14426"	46.35	249
"12922"	"Gm14427"	48.66	635
"12923"	"Gm14428"	33.64	822
"12924"	"Gm14429"	33.83	2024
"12925"	"Gm14434"	42.45	1171.33333333333
"12926"	"Gm14435"	40.11	654
"12927"	"Gm14437"	48.7	360
"12928"	"Gm14438"	52.08	624
"12929"	"Gm14439"	53.29	441
"12930"	"Gm14440"	40.25	1787
"12931"	"Gm14441"	47.22	540
"12932"	"Gm14442"	33.6	1736
"12933"	"Gm14443"	39.11	2976
"12934"	"Gm14444"	39.58	1100
"12935"	"Gm14445"	33.64	1484
"12936"	"Gm14448"	46.19	210
"12937"	"Gm14450"	47.92	240
"12938"	"Gm14451"	57	1542
"12939"	"Gm14452"	56.96	1632
"12940"	"Gm14453"	56.76	553
"12941"	"Gm14455"	48.75	2146
"12942"	"Gm14457"	49.96	1161
"12943"	"Gm14459"	44.1	540
"12944"	"Gm14460"	57.9	639
"12945"	"Gm14461"	39.11	1044.5
"12946"	"Gm14463"	49	498
"12947"	"Gm14464"	51.59	1254
"12948"	"Gm14465"	43.92	567
"12949"	"Gm14466"	45.45	451
"12950"	"Gm14469"	49.5	202
"12951"	"Gm14470"	48.28	466
"12952"	"Gm14471"	45.56	2358
"12953"	"Gm14472"	50.35	282
"12954"	"Gm14473"	46.14	557
"12955"	"Gm14480"	42.49	433
"12956"	"Gm14481"	43.08	629
"12957"	"Gm14485"	47.67	493
"12958"	"Gm14486"	52.67	621
"12959"	"Gm14487"	48.28	1259
"12960"	"Gm14488"	55.56	1804.5
"12961"	"Gm14489"	48.83	901
"12962"	"Gm14491"	51.76	199
"12963"	"Gm14493"	59.85	543
"12964"	"Gm14494"	50.57	435
"12965"	"Gm14496"	36.97	5644.75
"12966"	"Gm14497"	59.83	580
"12967"	"Gm14500"	41.59	113
"12968"	"Gm14502"	43.36	113
"12969"	"Gm14503"	50.52	1164
"12970"	"Gm14504"	49.63	1497
"12971"	"Gm14505"	39.31	831
"12972"	"Gm14506"	45.52	536
"12973"	"Gm14507"	45.47	347
"12974"	"Gm14508"	49.79	901
"12975"	"Gm14509"	50.08	1286
"12976"	"Gm14510"	47.07	1092
"12977"	"Gm14512"	50.43	230
"12978"	"Gm14513"	56.91	123
"12979"	"Gm14514"	46.81	940
"12980"	"Gm14515"	45.83	216
"12981"	"Gm14516"	49.21	252
"12982"	"Gm14517"	38.28	337
"12983"	"Gm14518"	44.46	542
"12984"	"Gm14519"	50	312
"12985"	"Gm14520"	43.15	387
"12986"	"Gm14521"	50.86	350
"12987"	"Gm14523"	62.01	558
"12988"	"Gm14524"	48.17	683
"12989"	"Gm14525"	38.28	893
"12990"	"Gm14527"	38.82	639
"12991"	"Gm14528"	52.38	231
"12992"	"Gm14529"	46.8	406
"12993"	"Gm14530"	39.64	333
"12994"	"Gm14531"	52.14	285
"12995"	"Gm14532"	43.94	279
"12996"	"Gm14533"	37.63	93
"12997"	"Gm14534"	48.46	357
"12998"	"Gm14536"	49.28	138
"12999"	"Gm14537"	45.27	599
"13000"	"Gm14538"	40.99	1327
"13001"	"Gm14539"	41.38	174
"13002"	"Gm14540"	43.01	3261
"13003"	"Gm14541"	43.95	157
"13004"	"Gm14542"	44.11	1248
"13005"	"Gm14546"	46.43	1647
"13006"	"Gm14547"	42.89	371
"13007"	"Gm14548"	45.49	2128
"13008"	"Gm14549"	45.88	1035
"13009"	"Gm14550"	44.72	407
"13010"	"Gm14551"	41.8	256
"13011"	"Gm14552"	40.32	1961.33333333333
"13012"	"Gm14553"	41.74	1118
"13013"	"Gm14554"	39.87	661
"13014"	"Gm14558"	47.24	381
"13015"	"Gm14559"	37.1	496
"13016"	"Gm14560"	48.53	375
"13017"	"Gm14561"	45.25	798
"13018"	"Gm14562"	42.17	543
"13019"	"Gm14563"	45.48	354
"13020"	"Gm14564"	52.38	294
"13021"	"Gm14565"	41.14	2494
"13022"	"Gm14566"	41.43	321
"13023"	"Gm14567"	40.8	174
"13024"	"Gm14568"	45.24	294
"13025"	"Gm14569"	41.49	1777.25
"13026"	"Gm14570"	43.48	391
"13027"	"Gm14571"	53.86	570
"13028"	"Gm14573"	56.07	451
"13029"	"Gm14574"	37.99	279
"13030"	"Gm14575"	49.29	560
"13031"	"Gm14576"	42.84	1111
"13032"	"Gm14577"	41.02	256
"13033"	"Gm14578"	40.66	391
"13034"	"Gm14579"	40.99	283
"13035"	"Gm14580"	41.23	718
"13036"	"Gm14581"	38.38	198
"13037"	"Gm14582"	39.37	1189
"13038"	"Gm14584"	40.97	637
"13039"	"Gm14585"	55.21	634
"13040"	"Gm14586"	52.21	408
"13041"	"Gm14587"	50	658
"13042"	"Gm14588"	45.35	172
"13043"	"Gm14589"	40.44	727
"13044"	"Gm14590"	36.16	537
"13045"	"Gm14591"	44.85	518
"13046"	"Gm14592"	44.46	560
"13047"	"Gm14593"	46.6	294
"13048"	"Gm14594"	36.35	537
"13049"	"Gm14595"	36.43	537
"13050"	"Gm14596"	36.34	537
"13051"	"Gm14597"	46.7	639
"13052"	"Gm14598"	36.55	468
"13053"	"Gm14599"	34.12	474
"13054"	"Gm14600"	35.08	630
"13055"	"Gm14601"	55.51	236
"13056"	"Gm14602"	46.18	340
"13057"	"Gm14603"	43.3	448
"13058"	"Gm14605"	46.18	268
"13059"	"Gm14606"	41.39	1155
"13060"	"Gm14607"	39.71	491
"13061"	"Gm14608"	45.4	1553
"13062"	"Gm14609"	44.24	902
"13063"	"Gm14610"	42.13	966
"13064"	"Gm14612"	51.99	881
"13065"	"Gm14613"	44.38	752
"13066"	"Gm14614"	47.66	384
"13067"	"Gm14615"	47.92	1816
"13068"	"Gm14616"	48.48	314
"13069"	"Gm14617"	48.95	707.666666666667
"13070"	"Gm14618"	47.15	740
"13071"	"Gm14619"	47.62	168
"13072"	"Gm14620"	41.51	383
"13073"	"Gm14621"	48.48	689
"13074"	"Gm14622"	35.78	468
"13075"	"Gm14623"	36.24	603
"13076"	"Gm14624"	35.71	192
"13077"	"Gm14625"	36.18	468
"13078"	"Gm14626"	34.41	216
"13079"	"Gm14627"	44.8	567
"13080"	"Gm14628"	42.83	635
"13081"	"Gm14629"	36.81	144
"13082"	"Gm14630"	50.41	246
"13083"	"Gm14631"	45.79	594
"13084"	"Gm14632"	36.66	751.5
"13085"	"Gm14633"	47.87	470
"13086"	"Gm14634"	42.46	1623
"13087"	"Gm14635"	47.05	1026
"13088"	"Gm14636"	36.31	3669.5
"13089"	"Gm14637"	44.62	444
"13090"	"Gm14638"	36.54	216
"13091"	"Gm14639"	48.73	866
"13092"	"Gm14640"	41.16	437
"13093"	"Gm14641"	48.59	452
"13094"	"Gm14642"	52.29	470
"13095"	"Gm14643"	37.18	1848
"13096"	"Gm14644"	46.74	647
"13097"	"Gm14645"	45.08	417
"13098"	"Gm14647"	44.56	680
"13099"	"Gm14648"	49.48	483
"13100"	"Gm14649"	47.84	324
"13101"	"Gm14650"	49.72	889
"13102"	"Gm14651"	42.99	442
"13103"	"Gm14652"	48.51	235
"13104"	"Gm14653"	51.86	1533
"13105"	"Gm14654"	50.78	447
"13106"	"Gm14655"	43.77	578
"13107"	"Gm14656"	43.43	502
"13108"	"Gm14657"	40.07	302
"13109"	"Gm14659"	43.13	843
"13110"	"Gm14660"	50.61	575
"13111"	"Gm14661"	39.59	2051
"13112"	"Gm14662"	53.3	734
"13113"	"Gm14663"	51.6	1153
"13114"	"Gm14664"	41.95	437
"13115"	"Gm14665"	47.76	557
"13116"	"Gm14666"	50.18	843
"13117"	"Gm14667"	35.11	1350
"13118"	"Gm14668"	45.16	1724
"13119"	"Gm14669"	45.6	250
"13120"	"Gm14670"	37.69	337
"13121"	"Gm14671"	45.04	262
"13122"	"Gm14673"	43.63	746
"13123"	"Gm14674"	46.2	342
"13124"	"Gm14676"	46.39	858
"13125"	"Gm14677"	39.92	486
"13126"	"Gm14678"	41.29	482
"13127"	"Gm14679"	45.43	722
"13128"	"Gm14681"	39.17	411
"13129"	"Gm14682"	42.56	524
"13130"	"Gm14684"	44.83	123
"13131"	"Gm14685"	54.2	2818.5
"13132"	"Gm14686"	46.94	343
"13133"	"Gm14687"	39.85	363
"13134"	"Gm14688"	47.19	303
"13135"	"Gm14692"	38.36	782
"13136"	"Gm14694"	46.84	282
"13137"	"Gm14695"	46.32	282
"13138"	"Gm14696"	38.65	3976
"13139"	"Gm14697"	40.3	648
"13140"	"Gm14698"	37.27	4226
"13141"	"Gm14699"	54.82	228
"13142"	"Gm14701"	51.44	348
"13143"	"Gm14703"	49.03	1820
"13144"	"Gm14704"	52.17	874
"13145"	"Gm14705"	49.17	1088
"13146"	"Gm14706"	43.92	255
"13147"	"Gm14707"	38.25	398
"13148"	"Gm14709"	52.3	304
"13149"	"Gm14710"	40.35	1066
"13150"	"Gm14711"	37.34	217
"13151"	"Gm14712"	46.37	772
"13152"	"Gm14713"	37.8	686
"13153"	"Gm14714"	42.82	439
"13154"	"Gm14715"	39.58	643
"13155"	"Gm14716"	34.12	718
"13156"	"Gm14717"	40.47	649
"13157"	"Gm14718"	40.6	752
"13158"	"Gm14719"	62.06	340
"13159"	"Gm14721"	46.48	525
"13160"	"Gm14722"	51.81	689
"13161"	"Gm14723"	51.16	215
"13162"	"Gm14724"	57.17	537
"13163"	"Gm14725"	45.65	828
"13164"	"Gm14726"	52.79	896
"13165"	"Gm14727"	46.48	525
"13166"	"Gm14728"	43.29	492
"13167"	"Gm14729"	51.81	689
"13168"	"Gm14730"	46.12	1045
"13169"	"Gm14731"	38.3	376
"13170"	"Gm14732"	40.18	545
"13171"	"Gm14733"	52.63	133
"13172"	"Gm14735"	40.84	3088
"13173"	"Gm14736"	38.69	336
"13174"	"Gm14739"	42.52	802
"13175"	"Gm14740"	42.52	1150
"13176"	"Gm14741"	40.54	1009
"13177"	"Gm14742"	43.87	381
"13178"	"Gm14743"	32.77	759
"13179"	"Gm14744"	38.21	800
"13180"	"Gm14745"	44.71	1096
"13181"	"Gm14746"	43.24	741
"13182"	"Gm14747"	49.19	984
"13183"	"Gm14748"	39.33	411
"13184"	"Gm14749"	49.33	333
"13185"	"Gm14750"	39	516
"13186"	"Gm14751"	44.59	222
"13187"	"Gm14752"	42.66	2075
"13188"	"Gm14753"	48.78	246
"13189"	"Gm14754"	44.9	726
"13190"	"Gm14755"	44.53	384
"13191"	"Gm14756"	40	240
"13192"	"Gm14758"	41.3	138
"13193"	"Gm14760"	55.46	999
"13194"	"Gm14761"	35.88	262
"13195"	"Gm14762"	40.54	1600.5
"13196"	"Gm14764"	38.53	313
"13197"	"Gm14765"	42.94	326
"13198"	"Gm14766"	35.69	367
"13199"	"Gm14767"	58.19	586
"13200"	"Gm14768"	37.37	678
"13201"	"Gm14769"	42.13	432
"13202"	"Gm14770"	42.31	312
"13203"	"Gm14771"	44.33	203
"13204"	"Gm14772"	47.86	514
"13205"	"Gm14773"	41.99	451
"13206"	"Gm14774"	41.04	536
"13207"	"Gm14775"	45.48	310
"13208"	"Gm14776"	37.38	887
"13209"	"Gm14777"	53.98	176
"13210"	"Gm14780"	54.33	2737
"13211"	"Gm14781"	38.53	1360
"13212"	"Gm14782"	40.51	195
"13213"	"Gm14783"	48.42	663
"13214"	"Gm14784"	48.42	663
"13215"	"Gm14785"	35.75	539
"13216"	"Gm14786"	39.69	944
"13217"	"Gm14787"	44.59	388
"13218"	"Gm14788"	43.2	375
"13219"	"Gm14790"	47.54	1293
"13220"	"Gm14791"	32.93	1166
"13221"	"Gm14792"	40.31	258
"13222"	"Gm14793"	34.08	311
"13223"	"Gm14794"	48.96	192
"13224"	"Gm14795"	42.25	471
"13225"	"Gm14796"	43.17	959
"13226"	"Gm14797"	39.8	1480
"13227"	"Gm14798"	42.08	1189
"13228"	"Gm14799"	53.85	429
"13229"	"Gm14800"	37.5	1272
"13230"	"Gm14802"	41.17	1885
"13231"	"Gm14803"	43.55	361
"13232"	"Gm14804"	44.49	508
"13233"	"Gm14805"	38.82	340
"13234"	"Gm14806"	37.25	2110
"13235"	"Gm14807"	41.71	983
"13236"	"Gm14808"	49.86	361
"13237"	"Gm14809"	50.84	695
"13238"	"Gm14810"	42.8	486
"13239"	"Gm14811"	49.57	117
"13240"	"Gm14812"	49.41	1794
"13241"	"Gm14813"	45.82	395
"13242"	"Gm14815"	40.57	488
"13243"	"Gm14816"	46.6	294
"13244"	"Gm14817"	49.83	643
"13245"	"Gm14819"	36.73	783.5
"13246"	"Gm14820"	45.05	945.4
"13247"	"Gm14821"	42.53	435
"13248"	"Gm14822"	50.86	291
"13249"	"Gm14823"	44.12	238
"13250"	"Gm14824"	46.27	737
"13251"	"Gm14825"	49.36	701
"13252"	"Gm14826"	55.27	901
"13253"	"Gm14827"	44.46	3089
"13254"	"Gm14828"	49.18	1155
"13255"	"Gm14829"	52.64	1138
"13256"	"Gm14830"	49.29	700
"13257"	"Gm14831"	47.68	409
"13258"	"Gm14832"	54.04	322
"13259"	"Gm14833"	38.95	1027
"13260"	"Gm14834"	47.34	795
"13261"	"Gm14835"	37.46	315
"13262"	"Gm14836"	49.89	471
"13263"	"Gm14837"	39.81	206
"13264"	"Gm14838"	38.71	248
"13265"	"Gm14839"	48.23	714
"13266"	"Gm14840"	43.1	594
"13267"	"Gm14841"	37.07	758
"13268"	"Gm14842"	45.35	269
"13269"	"Gm14843"	50	212
"13270"	"Gm14845"	45.1	306
"13271"	"Gm14846"	37.04	216
"13272"	"Gm14847"	49.71	519
"13273"	"Gm14848"	40.23	467
"13274"	"Gm14849"	38.7	2846
"13275"	"Gm14852"	35.87	647
"13276"	"Gm14853"	53.37	549
"13277"	"Gm14854"	45.54	841
"13278"	"Gm14855"	57.81	192
"13279"	"Gm14856"	53.51	613
"13280"	"Gm14857"	45.37	3185
"13281"	"Gm14858"	42.24	1205
"13282"	"Gm14859"	51.26	357
"13283"	"Gm14860"	48.25	429
"13284"	"Gm14861"	51.21	455
"13285"	"Gm14862"	40.02	870
"13286"	"Gm14863"	44.95	307
"13287"	"Gm14864"	48.11	1087
"13288"	"Gm14865"	44.33	494
"13289"	"Gm14866"	50.34	2118
"13290"	"Gm14867"	41.34	866
"13291"	"Gm14868"	44.44	216
"13292"	"Gm14869"	51.81	884
"13293"	"Gm14870"	44.23	156
"13294"	"Gm14871"	45.36	194
"13295"	"Gm14874"	44.84	438
"13296"	"Gm14875"	45.14	319
"13297"	"Gm14876"	43.8	327
"13298"	"Gm14877"	43.76	478
"13299"	"Gm14878"	45.39	293
"13300"	"Gm14879"	45.96	507
"13301"	"Gm14880"	45.89	292
"13302"	"Gm14881"	45.57	372
"13303"	"Gm14882"	45.87	218
"13304"	"Gm14883"	36.94	157
"13305"	"Gm14884"	42.35	196
"13306"	"Gm14885"	44.76	496
"13307"	"Gm14886"	41.99	2629
"13308"	"Gm14887"	42.29	663
"13309"	"Gm14890"	45.12	676
"13310"	"Gm14891"	53.52	596
"13311"	"Gm14892"	52.94	267
"13312"	"Gm14893"	47.4	282
"13313"	"Gm14894"	38.89	270
"13314"	"Gm14895"	44.97	1361
"13315"	"Gm14896"	48.63	1351
"13316"	"Gm14897"	35.27	207
"13317"	"Gm14898"	35.04	645
"13318"	"Gm14899"	38.69	548
"13319"	"Gm14900"	36.7	733
"13320"	"Gm14901"	49.12	283
"13321"	"Gm14902"	41.28	1007
"13322"	"Gm14903"	40.6	537
"13323"	"Gm14904"	54.63	335
"13324"	"Gm14905"	37.99	639
"13325"	"Gm14906"	36.15	390
"13326"	"Gm14907"	36.77	854
"13327"	"Gm14908"	41.59	1286
"13328"	"Gm14909"	46.72	351
"13329"	"Gm14910"	36.95	1805
"13330"	"Gm14911"	46.61	989
"13331"	"Gm14912"	38.41	1773
"13332"	"Gm14913"	32.66	1093
"13333"	"Gm14914"	36.73	2031
"13334"	"Gm14915"	37.25	204
"13335"	"Gm14916"	50	204
"13336"	"Gm14917"	37.72	2105
"13337"	"Gm14918"	43.66	268
"13338"	"Gm14919"	35.9	390
"13339"	"Gm14921"	50.55	908
"13340"	"Gm14922"	45.4	163
"13341"	"Gm14923"	40.58	155
"13342"	"Gm14925"	47.03	438
"13343"	"Gm14926"	46.34	508
"13344"	"Gm14927"	41.63	454
"13345"	"Gm14928"	49.69	477
"13346"	"Gm14929"	37.33	1850
"13347"	"Gm14930"	45.86	652
"13348"	"Gm14931"	40.32	253
"13349"	"Gm14932"	38.95	453
"13350"	"Gm14933"	47.44	481
"13351"	"Gm14935"	38.52	1708
"13352"	"Gm14936"	36.05	2621
"13353"	"Gm14937"	46.63	208
"13354"	"Gm14938"	41.25	943
"13355"	"Gm14939"	41.52	680
"13356"	"Gm14940"	35.39	495
"13357"	"Gm14942"	47.02	336
"13358"	"Gm14943"	36.02	546
"13359"	"Gm14945"	36.49	1118
"13360"	"Gm14946"	40.88	296
"13361"	"Gm14947"	36.96	303
"13362"	"Gm14950"	40.51	1155
"13363"	"Gm14951"	45.48	570
"13364"	"Gm14957"	39.33	817
"13365"	"Gm14963"	50.22	2558
"13366"	"Gm14964"	59.19	617.5
"13367"	"Gm14965"	51.45	766
"13368"	"Gm14966"	45.62	583.5
"13369"	"Gm14968"	50.61	769
"13370"	"Gm14970"	47.32	355
"13371"	"Gm14971"	41.03	663
"13372"	"Gm14972"	33.24	364
"13373"	"Gm14973"	42.35	255
"13374"	"Gm14974"	40.34	740.5
"13375"	"Gm14975"	43.83	664
"13376"	"Gm14976"	38.52	1394
"13377"	"Gm14977"	45.07	812
"13378"	"Gm14978"	54.38	304
"13379"	"Gm14979"	40.97	1035
"13380"	"Gm14980"	38.45	736
"13381"	"Gm14981"	42.42	943
"13382"	"Gm14982"	40.27	442
"13383"	"Gm14983"	45.51	323
"13384"	"Gm14984"	49.33	1263
"13385"	"Gm14985"	42.75	786
"13386"	"Gm14986"	42.51	1002
"13387"	"Gm14987"	41.27	676
"13388"	"Gm14988"	39.65	1548
"13389"	"Gm14989"	40.58	207
"13390"	"Gm14990"	45.17	445
"13391"	"Gm14991"	38.28	598
"13392"	"Gm14992"	48.05	512
"13393"	"Gm14993"	48.78	164
"13394"	"Gm14994"	45.15	1092
"13395"	"Gm14995"	44.25	391
"13396"	"Gm14996"	48.24	512
"13397"	"Gm14997"	45.44	636
"13398"	"Gm14998"	48.89	495
"13399"	"Gm14999"	45.83	624
"13400"	"Gm15000"	44.89	1243
"13401"	"Gm15001"	42.28	795
"13402"	"Gm15002"	45.49	452
"13403"	"Gm15003"	44.62	446
"13404"	"Gm15004"	45.08	630
"13405"	"Gm15005"	48.44	512
"13406"	"Gm15006"	44.74	1122
"13407"	"Gm15007"	50.42	710
"13408"	"Gm15008"	45.23	460
"13409"	"Gm15009"	54.04	322
"13410"	"Gm15010"	35.14	407
"13411"	"Gm15011"	36.96	1480
"13412"	"Gm15012"	52.83	106
"13413"	"Gm15013"	47.19	801
"13414"	"Gm15014"	45.74	258
"13415"	"Gm15015"	39.66	636
"13416"	"Gm15016"	48.06	720
"13417"	"Gm15017"	40.67	632
"13418"	"Gm15018"	46.6	633
"13419"	"Gm15019"	48	434
"13420"	"Gm15020"	39.68	636
"13421"	"Gm15021"	40.84	742
"13422"	"Gm15022"	46.92	746
"13423"	"Gm15023"	38.45	3698
"13424"	"Gm15025"	42.34	418
"13425"	"Gm15026"	40.61	458
"13426"	"Gm15027"	49.28	138
"13427"	"Gm15028"	47.3	370
"13428"	"Gm15029"	48.74	199
"13429"	"Gm15030"	39.67	484
"13430"	"Gm15031"	55.24	210
"13431"	"Gm15032"	47.93	411
"13432"	"Gm15033"	55.13	673
"13433"	"Gm15034"	46.13	349
"13434"	"Gm15036"	47.25	400
"13435"	"Gm15037"	46.72	259
"13436"	"Gm15038"	40.2	296
"13437"	"Gm15039"	55.31	875
"13438"	"Gm15040"	45.71	1241
"13439"	"Gm15041"	51.46	756
"13440"	"Gm15042"	55.72	883
"13441"	"Gm15043"	55.74	1543
"13442"	"Gm15044"	43.31	598
"13443"	"Gm15045"	55.72	883
"13444"	"Gm15046"	40.63	408
"13445"	"Gm15047"	47.36	454
"13446"	"Gm15048"	44.1	954
"13447"	"Gm15049"	50.76	463
"13448"	"Gm15050"	45.89	552
"13449"	"Gm15054"	56.23	281
"13450"	"Gm15056"	40.9	431.5
"13451"	"Gm15057"	43.82	534
"13452"	"Gm15058"	47.6	458
"13453"	"Gm15060"	45.36	948
"13454"	"Gm15061"	31.64	1046
"13455"	"Gm15062"	39.78	367
"13456"	"Gm15063"	38.75	895
"13457"	"Gm15065"	39.56	273
"13458"	"Gm15066"	52.07	2608
"13459"	"Gm15067"	46.15	156
"13460"	"Gm15068"	33.6	192
"13461"	"Gm15069"	33.6	192
"13462"	"Gm15071"	43.19	1366
"13463"	"Gm15073"	41.96	634
"13464"	"Gm15074"	42.41	936
"13465"	"Gm15075"	40.67	477
"13466"	"Gm15076"	46.62	474
"13467"	"Gm15077"	34.25	362
"13468"	"Gm15078"	49.62	782
"13469"	"Gm15079"	54.63	216
"13470"	"Gm15080"	39.32	2029
"13471"	"Gm15081"	44.67	844
"13472"	"Gm15082"	49.92	1960
"13473"	"Gm15083"	49.11	1413
"13474"	"Gm15084"	42.81	1502
"13475"	"Gm15085"	39.39	2028
"13476"	"Gm15086"	42.94	573
"13477"	"Gm15087"	44.8	1172
"13478"	"Gm15088"	43.04	1508
"13479"	"Gm15089"	45.32	1196
"13480"	"Gm15090"	45.23	1196
"13481"	"Gm15091"	40.13	2026
"13482"	"Gm15092"	41.6	574
"13483"	"Gm15093"	38.75	2022
"13484"	"Gm15094"	44.03	1131
"13485"	"Gm15095"	42.38	1430
"13486"	"Gm15096"	44.87	878
"13487"	"Gm15097"	39.98	1991
"13488"	"Gm15098"	42.97	1508
"13489"	"Gm15099"	42.37	573
"13490"	"Gm15100"	42.94	573
"13491"	"Gm15101"	42.74	1502
"13492"	"Gm15102"	42.94	1502
"13493"	"Gm15103"	44.48	871
"13494"	"Gm15104"	41.41	628
"13495"	"Gm15105"	63.24	204
"13496"	"Gm15106"	43.16	821
"13497"	"Gm15107"	39.47	2028
"13498"	"Gm15108"	43.14	803
"13499"	"Gm15109"	40.42	2026
"13500"	"Gm15110"	45.36	881
"13501"	"Gm15111"	43.12	878
"13502"	"Gm15112"	45.29	860
"13503"	"Gm15113"	45.36	836
"13504"	"Gm15114"	38.77	1974
"13505"	"Gm15115"	49.24	264
"13506"	"Gm15116"	43.89	663
"13507"	"Gm15120"	44.85	301
"13508"	"Gm15122"	45.65	462
"13509"	"Gm15123"	49.72	339
"13510"	"Gm15124"	52.3	953
"13511"	"Gm15125"	42.83	800
"13512"	"Gm15126"	44.43	833
"13513"	"Gm15127"	39.47	1982.66666666667
"13514"	"Gm15128"	40.39	1688.5
"13515"	"Gm15129"	53.76	279
"13516"	"Gm15130"	32.93	663
"13517"	"Gm15131"	53.95	595
"13518"	"Gm15132"	50.31	652
"13519"	"Gm15133"	40.01	680
"13520"	"Gm15136"	44.28	533
"13521"	"Gm15138"	44.26	379
"13522"	"Gm15141"	35.37	729
"13523"	"Gm15142"	35.08	856
"13524"	"Gm15143"	34.81	714
"13525"	"Gm15147"	37.06	483
"13526"	"Gm15148"	42.95	156
"13527"	"Gm15149"	46.39	360
"13528"	"Gm15151"	40.68	177
"13529"	"Gm15152"	39.3	394
"13530"	"Gm15153"	51.46	274
"13531"	"Gm15154"	48.36	366
"13532"	"Gm15155"	37.25	709
"13533"	"Gm15156"	65.45	417
