"Gene"	"GC_content"	"Mean_transcript_length"
"10353"	"HLA-DRB4"	42.15	1178
"10354"	"HLA-DRB5"	42.85	1250
"10355"	"HLA-DRB6"	44.1	1013.33333333333
"10356"	"HLA-DRB7"	43.33	785
"10357"	"HLA-DRB8"	47.83	432
"10358"	"HLA-DRB9"	40.766	343
"10359"	"HLA-E"	55.5133333333333	1405.44444444444
"10360"	"HLA-F"	48.0225974025974	850.831168831169
"10361"	"HLA-F-AS1"	45.9246153846154	1846.23076923077
"10362"	"HLA-G"	56.3139583333333	1311.47916666667
"10363"	"HLA-H"	60.59	1087.33333333333
"10364"	"HLA-J"	57.69	1162.5
"10365"	"HLA-K"	58.775	1040
"10366"	"HLA-L"	48.2723076923077	2738.76923076923
"10367"	"HLA-N"	55.56	135
"10368"	"HLA-P"	53.9416666666667	741.5
"10369"	"HLA-S"	50.1533333333333	54
"10370"	"HLA-T"	51.9066666666667	452.666666666667
"10371"	"HLA-U"	62.932	185.6
"10372"	"HLA-V"	45.6635	2048.925
"10373"	"HLA-W"	53.2642857142857	808.571428571429
"10374"	"HLA-Z"	53.33	75
"10375"	"HLCS"	44.35	3066.42857142857
"10376"	"HLCS-IT1"	47.81	531
"10377"	"HLF"	43.3	1688.90909090909
"10378"	"HLFP1"	47.29	499
"10379"	"HLTF"	35.95	2388.44444444444
"10380"	"HLTF-AS1"	43.88	415
"10381"	"HLX"	54.52	2852.66666666667
"10382"	"HLX-AS1"	39.53	563
"10383"	"HM13"	49.85	1217.60714285714
"10384"	"HM13-AS1"	55.55	489
"10385"	"HM13-IT1"	52.69	356
"10386"	"HMBOX1"	37.72	1544.3125
"10387"	"HMBOX1-IT1"	38.15	347
"10388"	"HMBS"	50.91	1176.4375
"10389"	"HMCES"	44.53	1331.75
"10390"	"HMCN1"	35.99	5340.25
"10391"	"HMCN2"	54.64	4915.33333333333
"10392"	"HMG20A"	38.22	1427.58333333333
"10393"	"HMG20B"	65.34	901.4375
"10394"	"HMGA1"	57.83	1554.57142857143
"10395"	"HMGA1P1"	61.3	1062
"10396"	"HMGA1P2"	58.33	324
"10397"	"HMGA1P3"	59.57	324
"10398"	"HMGA1P4"	49.01	389
"10399"	"HMGA1P5"	63.47	271
"10400"	"HMGA1P6"	57.54	391
"10401"	"HMGA1P7"	61.95	502
"10402"	"HMGA1P8"	59.5	321
"10403"	"HMGA2"	39.25	2276
"10404"	"HMGA2-AS1"	39.37	1814.5
"10405"	"HMGB1"	41.99	2091.5
"10406"	"HMGB1P1"	43.71	636
"10407"	"HMGB1P10"	45.12	563
"10408"	"HMGB1P11"	41.76	637
"10409"	"HMGB1P12"	43.14	598
"10410"	"HMGB1P13"	42.68	642
"10411"	"HMGB1P14"	42.98	591
"10412"	"HMGB1P15"	42.3	435
"10413"	"HMGB1P16"	40.56	540
"10414"	"HMGB1P17"	42.36	628
"10415"	"HMGB1P18"	40.23	619
"10416"	"HMGB1P19"	43.15	577
"10417"	"HMGB1P20"	44.76	677
"10418"	"HMGB1P21"	42.69	581
"10419"	"HMGB1P22"	41.94	124
"10420"	"HMGB1P23"	46.13	568
"10421"	"HMGB1P24"	44.34	506.5
"10422"	"HMGB1P25"	44.98	607
"10423"	"HMGB1P26"	42.68	628
"10424"	"HMGB1P27"	43.45	603
"10425"	"HMGB1P28"	41.85	552
"10426"	"HMGB1P29"	42.48	499
"10427"	"HMGB1P3"	40.42	616
"10428"	"HMGB1P30"	40.43	606
"10429"	"HMGB1P31"	41.45	427
"10430"	"HMGB1P32"	41.22	565
"10431"	"HMGB1P33"	41.18	527
"10432"	"HMGB1P35"	42.14	598
"10433"	"HMGB1P36"	42.08	576
"10434"	"HMGB1P37"	42.69	609
"10435"	"HMGB1P38"	42.46	577
"10436"	"HMGB1P39"	48.18	880
"10437"	"HMGB1P4"	43.21	567
"10438"	"HMGB1P40"	49.12	540
"10439"	"HMGB1P41"	42.27	440
"10440"	"HMGB1P42"	46.47	553
"10441"	"HMGB1P44"	42.13	572
"10442"	"HMGB1P45"	45.63	653
"10443"	"HMGB1P46"	39.67	610
"10444"	"HMGB1P47"	39.9	589
"10445"	"HMGB1P48"	47.16	598
"10446"	"HMGB1P49"	41.83	569
"10447"	"HMGB1P5"	39.42	813.5
"10448"	"HMGB1P50"	42.3	607
"10449"	"HMGB1P51"	38.71	638
"10450"	"HMGB1P6"	43.65	646
"10451"	"HMGB1P7"	40.85	612
"10452"	"HMGB1P8"	46.47	949
"10453"	"HMGB1P9"	45.86	646
"10454"	"HMGB2"	45.5	1223.6
"10455"	"HMGB2P1"	45.11	634
"10456"	"HMGB3"	51.17	1269.6
"10457"	"HMGB3P1"	47.52	573
"10458"	"HMGB3P10"	44.29	572
"10459"	"HMGB3P11"	44.7	604
"10460"	"HMGB3P12"	41.73	556
"10461"	"HMGB3P13"	43	607
"10462"	"HMGB3P14"	40.73	599
"10463"	"HMGB3P15"	44.08	574
"10464"	"HMGB3P16"	45.3	287
"10465"	"HMGB3P17"	37.75	649
"10466"	"HMGB3P18"	42.03	590
"10467"	"HMGB3P19"	43.93	560
"10468"	"HMGB3P2"	42.98	584
"10469"	"HMGB3P20"	44.5	600
"10470"	"HMGB3P21"	40.04	547
"10471"	"HMGB3P22"	48.71	584.5
"10472"	"HMGB3P23"	42.22	585
"10473"	"HMGB3P24"	44.53	622
"10474"	"HMGB3P26"	42.78	582
"10475"	"HMGB3P27"	44.92	561
"10476"	"HMGB3P3"	45.31	400
"10477"	"HMGB3P30"	43.89	606
"10478"	"HMGB3P31"	43.87	595
"10479"	"HMGB3P32"	45.45	561
"10480"	"HMGB3P4"	51.56	514
"10481"	"HMGB3P5"	42.65	612
"10482"	"HMGB3P6"	44.98	598
"10483"	"HMGB3P7"	43.21	611
"10484"	"HMGB3P8"	45.06	577
"10485"	"HMGB3P9"	44.08	583
"10486"	"HMGB4"	45.45	1478.75
"10487"	"HMGCL"	46.84	1275.66666666667
"10488"	"HMGCLL1"	34.37	1804
"10489"	"HMGCR"	37.88	1313.23076923077
"10490"	"HMGCS1"	38.76	1731.42857142857
"10491"	"HMGCS2"	41.87	1462.25
"10492"	"HMGN1"	42.26	1130.52380952381
"10493"	"HMGN1P10"	38.16	553
"10494"	"HMGN1P11"	47.19	303
"10495"	"HMGN1P12"	44.62	195
"10496"	"HMGN1P13"	41.3	138
"10497"	"HMGN1P14"	33.27	517
"10498"	"HMGN1P15"	43.05	295
"10499"	"HMGN1P16"	43.11	283
"10500"	"HMGN1P17"	46.1	295
"10501"	"HMGN1P18"	45.85	277
"10502"	"HMGN1P19"	44.14	333
"10503"	"HMGN1P2"	45.81	310
"10504"	"HMGN1P20"	49	300
"10505"	"HMGN1P24"	47.65	298
"10506"	"HMGN1P26"	48.18	303
"10507"	"HMGN1P28"	47.53	364
"10508"	"HMGN1P3"	47.67	300
"10509"	"HMGN1P30"	47.39	268
"10510"	"HMGN1P31"	43.75	304
"10511"	"HMGN1P32"	51.97	256
"10512"	"HMGN1P33"	42.13	451
"10513"	"HMGN1P34"	49.33	290
"10514"	"HMGN1P35"	41.41	594
"10515"	"HMGN1P36"	49.66	298
"10516"	"HMGN1P37"	47.85	303
"10517"	"HMGN1P38"	49.83	303
"10518"	"HMGN1P4"	51.38	290
"10519"	"HMGN1P5"	50	263
"10520"	"HMGN1P6"	44.33	291
"10521"	"HMGN1P7"	43.77	313
"10522"	"HMGN1P8"	43.06	288
"10523"	"HMGN1P9"	48.66	298
"10524"	"HMGN2"	47.23	1028.1
"10525"	"HMGN2P10"	50.19	265
"10526"	"HMGN2P11"	53.85	403
"10527"	"HMGN2P13"	47.45	274
"10528"	"HMGN2P15"	50	270
"10529"	"HMGN2P16"	50.96	261
"10530"	"HMGN2P17"	48.05	743
"10531"	"HMGN2P18"	50	270
"10532"	"HMGN2P19"	50.57	265
"10533"	"HMGN2P20"	50.18	273
"10534"	"HMGN2P21"	51.11	270
"10535"	"HMGN2P22"	49.14	175
"10536"	"HMGN2P23"	50.93	269
"10537"	"HMGN2P24"	50.92	273
"10538"	"HMGN2P25"	50.37	268
"10539"	"HMGN2P26"	41.89	339
"10540"	"HMGN2P27"	50.74	270
"10541"	"HMGN2P28"	48.85	262
"10542"	"HMGN2P3"	51.28	273
"10543"	"HMGN2P30"	50.39	256
"10544"	"HMGN2P31"	48.72	273
"10545"	"HMGN2P32"	48.33	269
"10546"	"HMGN2P34"	49.07	269
"10547"	"HMGN2P35"	49.26	270
"10548"	"HMGN2P36"	51.1	409
"10549"	"HMGN2P38"	50.19	265
"10550"	"HMGN2P39"	50.18	273
"10551"	"HMGN2P4"	58.01	381
"10552"	"HMGN2P40"	51.15	391
"10553"	"HMGN2P41"	52.67	412
"10554"	"HMGN2P46"	43.47	959.625
"10555"	"HMGN2P47"	50.37	272
"10556"	"HMGN2P5"	51.65	273
"10557"	"HMGN2P6"	52.01	273
"10558"	"HMGN2P7"	50.55	273
"10559"	"HMGN2P8"	52.73	268
"10560"	"HMGN2P9"	47.16	229
"10561"	"HMGN3"	38.62	904.333333333333
"10562"	"HMGN3-AS1"	42.24	2946
"10563"	"HMGN3P1"	46.11	193
"10564"	"HMGN4"	41.64	1028
"10565"	"HMGN5"	36.42	873.857142857143
"10566"	"HMGXB3"	43.45	3067.33333333333
"10567"	"HMGXB4"	41.49	1709
"10568"	"HMHB1"	40.02	255
"10569"	"HMMR"	36.97	1686
"10570"	"HMMR-AS1"	37.64	748.5
"10571"	"HMOX1"	51.12	906
"10572"	"HMOX2"	47.62	1287.78947368421
"10573"	"HMSD"	41.51	872.25
"10574"	"HMX1"	59.37	1284
"10575"	"HMX2"	60.09	1628
"10576"	"HMX3"	56.89	2847
"10577"	"HNF1A"	52.2	2098.625
"10578"	"HNF1A-AS1"	49.08	917.428571428571
"10579"	"HNF1B"	48.085	2089.14285714286
"10580"	"HNF4A"	48.21	2554.88888888889
"10581"	"HNF4A-AS1"	46.47	530.5
"10582"	"HNF4G"	35.5	2179.8
"10583"	"HNF4GP1"	41.95	1249
"10584"	"HNMT"	36.83	988.75
"10585"	"HNRNPA0"	41.02	8713
"10586"	"HNRNPA1"	42.13	1123.5
"10587"	"HNRNPA1L2"	45.04	1372
"10588"	"HNRNPA1P1"	46.99	944
"10589"	"HNRNPA1P10"	47.51	962
"10590"	"HNRNPA1P11"	47.18	956
"10591"	"HNRNPA1P12"	47.03	961
"10592"	"HNRNPA1P13"	46.31	963
"10593"	"HNRNPA1P14"	45.78	935
"10594"	"HNRNPA1P15"	46.77	960
"10595"	"HNRNPA1P16"	46.28	955
"10596"	"HNRNPA1P17"	41.7	924
"10597"	"HNRNPA1P18"	40.11	927
"10598"	"HNRNPA1P19"	48.11	370
"10599"	"HNRNPA1P2"	46.1466666666667	960
"10600"	"HNRNPA1P20"	46.39	955
"10601"	"HNRNPA1P21"	46.62	961
"10602"	"HNRNPA1P22"	46.83	946
"10603"	"HNRNPA1P23"	46.07	1133
"10604"	"HNRNPA1P24"	44.74	1046
"10605"	"HNRNPA1P25"	45.04	937
"10606"	"HNRNPA1P26"	48.35	1092
"10607"	"HNRNPA1P27"	47.23	955
"10608"	"HNRNPA1P28"	46.62	961
"10609"	"HNRNPA1P29"	44.03	879
"10610"	"HNRNPA1P3"	45.37	551
"10611"	"HNRNPA1P30"	45.37	874
"10612"	"HNRNPA1P31"	42.68	970
"10613"	"HNRNPA1P32"	47.59	963
"10614"	"HNRNPA1P33"	47.42	561
"10615"	"HNRNPA1P34"	48.33	950
"10616"	"HNRNPA1P35"	46.63	963
"10617"	"HNRNPA1P36"	47.54	955
"10618"	"HNRNPA1P37"	46.85	969
"10619"	"HNRNPA1P38"	48.17	957
"10620"	"HNRNPA1P39"	48.02	960
"10621"	"HNRNPA1P4"	46.16	756
"10622"	"HNRNPA1P40"	48.51	1278
"10623"	"HNRNPA1P41"	47.77	928
"10624"	"HNRNPA1P42"	45.87	957
"10625"	"HNRNPA1P43"	45.16	910
"10626"	"HNRNPA1P44"	48.9	879
"10627"	"HNRNPA1P45"	47.12	1078
"10628"	"HNRNPA1P46"	44.82	937
"10629"	"HNRNPA1P47"	44.58	931
"10630"	"HNRNPA1P48"	40.9	1474.5
"10631"	"HNRNPA1P49"	48.89	904
"10632"	"HNRNPA1P5"	47.74	966
"10633"	"HNRNPA1P50"	46.66	928
"10634"	"HNRNPA1P51"	46.78	947
"10635"	"HNRNPA1P52"	46.83	947
"10636"	"HNRNPA1P53"	45.77	946
"10637"	"HNRNPA1P54"	43.29	9714
"10638"	"HNRNPA1P55"	46.39	955
"10639"	"HNRNPA1P56"	46.44	954
"10640"	"HNRNPA1P57"	35.13	744
"10641"	"HNRNPA1P58"	46.39	610
"10642"	"HNRNPA1P59"	46.3	918
"10643"	"HNRNPA1P6"	46.51	1282
"10644"	"HNRNPA1P60"	45.64	951
"10645"	"HNRNPA1P61"	45.02	924
"10646"	"HNRNPA1P62"	46.22	952
"10647"	"HNRNPA1P63"	45.9	963
"10648"	"HNRNPA1P64"	44.79	922
"10649"	"HNRNPA1P65"	45.91	954
"10650"	"HNRNPA1P66"	45.07	934
"10651"	"HNRNPA1P67"	46.22	926
"10652"	"HNRNPA1P68"	44.94	979
"10653"	"HNRNPA1P69"	43.62	933
"10654"	"HNRNPA1P7"	47.35	963
"10655"	"HNRNPA1P70"	46.55	1087
"10656"	"HNRNPA1P71"	46.11	950
"10657"	"HNRNPA1P72"	46.21	967
"10658"	"HNRNPA1P73"	46.55	928
"10659"	"HNRNPA1P74"	45.87	835
"10660"	"HNRNPA1P76"	47.24	848
"10661"	"HNRNPA1P8"	46.06	951
"10662"	"HNRNPA1P9"	45.89	950
"10663"	"HNRNPA2B1"	41.73	3049.88888888889
"10664"	"HNRNPA3"	40	2151.2
"10665"	"HNRNPA3P1"	46.36	1139
"10666"	"HNRNPA3P10"	45.61	1138
"10667"	"HNRNPA3P11"	43.9	934
"10668"	"HNRNPA3P12"	43.65	1063
"10669"	"HNRNPA3P13"	44.3	1122
"10670"	"HNRNPA3P14"	44.09	1150
"10671"	"HNRNPA3P15"	43.86	1026
"10672"	"HNRNPA3P16"	45.93	1016
"10673"	"HNRNPA3P2"	45.25	662
"10674"	"HNRNPA3P3"	45.91	1137
"10675"	"HNRNPA3P4"	42.22	803
"10676"	"HNRNPA3P5"	43.46	833
"10677"	"HNRNPA3P6"	43.94	1006
"10678"	"HNRNPA3P7"	46.84	982
"10679"	"HNRNPA3P8"	45.48	974
"10680"	"HNRNPA3P9"	42.9	979
"10681"	"HNRNPAB"	53.61	1540.25
"10682"	"HNRNPABP1"	48.77	734
"10683"	"HNRNPC"	39.78	1259.53125
"10684"	"HNRNPCL1"	46.13	1108
"10685"	"HNRNPCL2"	46.09	1156
"10686"	"HNRNPCL3"	47.02	1148
"10687"	"HNRNPCL4"	48.64	882
"10688"	"HNRNPCP1"	45.95	766
"10689"	"HNRNPCP10"	43.89	884
"10690"	"HNRNPCP2"	47.33	881
"10691"	"HNRNPCP3"	46.74	875
"10692"	"HNRNPCP4"	47	900
"10693"	"HNRNPCP6"	46.96	871
"10694"	"HNRNPCP7"	46.41	905
"10695"	"HNRNPCP8"	44.02	888
"10696"	"HNRNPCP9"	47.38	859
"10697"	"HNRNPD"	38.75	1437.16666666667
"10698"	"HNRNPDL"	42.24	2323.5
"10699"	"HNRNPDLP1"	40.36	550
"10700"	"HNRNPDLP2"	39.26	751
"10701"	"HNRNPDLP3"	42.11	380
"10702"	"HNRNPDLP4"	44.85	301
"10703"	"HNRNPDP1"	46.29	754
"10704"	"HNRNPDP2"	37.24	478
"10705"	"HNRNPF"	47.66	2036.42857142857
"10706"	"HNRNPFP1"	57.9	1133
"10707"	"HNRNPH1"	45.969	1119.04
"10708"	"HNRNPH1P1"	46.16	1185
"10709"	"HNRNPH1P2"	42.98	1210
"10710"	"HNRNPH1P3"	46.37	1225
"10711"	"HNRNPH2"	39.65	2296
"10712"	"HNRNPH3"	39.82	1606.18181818182
"10713"	"HNRNPH3P1"	36.83	583
"10714"	"HNRNPK"	39.12	1493.36363636364
"10715"	"HNRNPKP1"	44.89	1379
"10716"	"HNRNPKP2"	45.11	1390
"10717"	"HNRNPKP3"	40.5	1264
"10718"	"HNRNPKP4"	45.96	1386
"10719"	"HNRNPKP5"	44.66	253
"10720"	"HNRNPL"	53.73	1498.66666666667
"10721"	"HNRNPLL"	37.07	2043.91666666667
"10722"	"HNRNPLP1"	54.1	1501
"10723"	"HNRNPLP2"	56.31	1570
"10724"	"HNRNPM"	46.68	1252.41176470588
"10725"	"HNRNPMP1"	49.94	1768
"10726"	"HNRNPMP2"	53.42	599
"10727"	"HNRNPR"	38.85	2313.07692307692
"10728"	"HNRNPRP1"	45.6	1695
"10729"	"HNRNPRP2"	41.32	743
"10730"	"HNRNPU"	38.67	3787.1935483871
"10731"	"HNRNPUL1"	48	1682.22727272727
"10732"	"HNRNPUL2"	46.25	2826.5
"10733"	"HNRNPUL2-BSCL2"	48.92	4001
"10734"	"HNRNPUP1"	51.95	333
"10735"	"HOGA1"	48.67	1851.5
"10736"	"HOMER1"	37.2	1756.8
"10737"	"HOMER2"	45.38	1912.2
"10738"	"HOMER2P1"	56.85	964
"10739"	"HOMER2P2"	58.21	847
"10740"	"HOMER3"	56.77	1105.75
"10741"	"HOMER3-AS1"	55.99	1665
"10742"	"HOMEZ"	45.43	2337.6
"10743"	"HOOK1"	34.38	1688.16666666667
"10744"	"HOOK2"	53.64	894.083333333333
"10745"	"HOOK3"	40.46	3181.33333333333
"10746"	"HOPX"	42.94	1376.93333333333
"10747"	"HORMAD1"	36.72	1147.375
"10748"	"HORMAD2"	37.57	1274.75
"10749"	"HORMAD2-AS1"	45.27	736.333333333333
"10750"	"HOTAIR"	51.62	1006.6
"10751"	"HOTAIRM1"	53.93	621.5
"10752"	"HOTTIP"	54.68	1924
"10753"	"HOXA-AS2"	49.71	935.846153846154
"10754"	"HOXA-AS3"	51.21	1585
"10755"	"HOXA1"	48.14	2113.5
"10756"	"HOXA10"	53.6	1523
"10757"	"HOXA10-AS"	52.78	910.333333333333
"10758"	"HOXA11"	54.37	2403
"10759"	"HOXA11-AS"	55.51	1072.5
"10760"	"HOXA13"	45.35	2943
"10761"	"HOXA2"	50.02	1839.5
"10762"	"HOXA3"	50.31	1663.28571428571
"10763"	"HOXA4"	56.95	1498
"10764"	"HOXA5"	53.38	999.5
"10765"	"HOXA6"	53.82	901.5
"10766"	"HOXA7"	56.62	1024.33333333333
"10767"	"HOXA9"	55.25	930.625
"10768"	"HOXB-AS1"	50.45	619.5
"10769"	"HOXB-AS2"	52.02	845
"10770"	"HOXB-AS3"	52.62	513.2
"10771"	"HOXB-AS4"	52.24	390
"10772"	"HOXB1"	58.49	1724
"10773"	"HOXB13"	56.32	3467
"10774"	"HOXB2"	56.71	1039
"10775"	"HOXB3"	52.52	1524.69230769231
"10776"	"HOXB4"	56.5	2002
"10777"	"HOXB5"	54.27	2041
"10778"	"HOXB6"	54.06	1118.75
"10779"	"HOXB7"	54.13	789.666666666667
"10780"	"HOXB8"	57.84	1140.33333333333
"10781"	"HOXB9"	55.85	2586
"10782"	"HOXC-AS1"	56.22	419
"10783"	"HOXC-AS2"	59.95	1297
"10784"	"HOXC-AS3"	55.32	1065.25
"10785"	"HOXC10"	52.92	947.6
"10786"	"HOXC11"	55.98	2650
"10787"	"HOXC12"	58.16	3266
"10788"	"HOXC13"	48.94	2357
"10789"	"HOXC13-AS"	56.39	1408
"10790"	"HOXC4"	51.68	1269
"10791"	"HOXC5"	58.82	1805
"10792"	"HOXC6"	53.61	1372.5
"10793"	"HOXC9"	56.89	1186.66666666667
"10794"	"HOXD-AS2"	51.9	939.666666666667
"10795"	"HOXD1"	56.07	1886
"10796"	"HOXD10"	49.31	1301.66666666667
"10797"	"HOXD11"	61.6	1482
"10798"	"HOXD12"	56.44	1695
"10799"	"HOXD13"	49.88	2416
"10800"	"HOXD3"	51.11	1542.5
"10801"	"HOXD4"	61.36	1136
"10802"	"HOXD8"	52.17	1682.25
"10803"	"HOXD9"	60.16	1871
"10804"	"HP"	47.67	1105.66666666667
"10805"	"HP1BP3"	40.94	1684.21428571429
"10806"	"HPCA"	57.12	705.6
"10807"	"HPCAL1"	52.12	1828.75
"10808"	"HPCAL4"	52.5	4598
"10809"	"HPD"	51.4	1122.5
"10810"	"HPDL"	60.84	1785
"10811"	"HPF1"	38.61	751
"10812"	"HPGD"	36.73	1427.07142857143
"10813"	"HPGDS"	38.55	903.666666666667
"10814"	"HPN"	52.41	1540.54545454545
"10815"	"HPN-AS1"	51.89	2271.75
"10816"	"HPR"	44.9	1027
"10817"	"HPRT1"	40.12	906
"10818"	"HPRT1P1"	40.08	657
"10819"	"HPRT1P2"	38.6	544
"10820"	"HPRT1P3"	40.45	576
"10821"	"HPS1"	49.72	1401.57142857143
"10822"	"HPS3"	38.65	2121.57142857143
"10823"	"HPS4"	46.81	2321.94444444444
"10824"	"HPS5"	39.75	2016.81818181818
"10825"	"HPS6"	64.21	2688
"10826"	"HPSE"	41.22	2430.57142857143
"10827"	"HPSE2"	38.42	2025.5
"10828"	"HPX"	47.81	693.692307692308
"10829"	"HPYR1"	42.44	1564.5
"10830"	"HR"	61.32	1968.77777777778
"10831"	"HRAS"	69.01	860
"10832"	"HRC"	57.8	1293.75
"10833"	"HRCT1"	61.39	935
"10834"	"HRG"	43.63	2267
"10835"	"HRH1"	46.19	2910.75
"10836"	"HRH2"	50.07	2983.25
"10837"	"HRH3"	66.1	1670.33333333333
"10838"	"HRH4"	42.42	2286.5
"10839"	"HRK"	49	1897.5
"10840"	"HRNR"	50.89	9629
"10841"	"HROB"	50.23	1934.8
"10842"	"HS1BP3"	52.47	2188.88888888889
"10843"	"HS1BP3-IT1"	55.41	600
"10844"	"HS2ST1"	36.82	2961.33333333333
"10845"	"HS3ST1"	43.92	2715.66666666667
"10846"	"HS3ST2"	43.5	2297.5
"10847"	"HS3ST3A1"	40.84	2468
"10848"	"HS3ST3B1"	46	4088.5
"10849"	"HS3ST4"	42.13	2019.5
"10850"	"HS3ST5"	37.56	2314.66666666667
"10851"	"HS3ST6"	64.055	1254.5
"10852"	"HS6ST1"	53.2	1487.75
"10853"	"HS6ST1P1"	67.1	1234
"10854"	"HS6ST2"	41.21	2003.66666666667
"10855"	"HS6ST2-AS1"	40.19	550
"10856"	"HS6ST3"	37.99	7438.5
"10857"	"HSBP1"	44.7	2777.25
"10858"	"HSBP1L1"	50.46	777
"10859"	"HSBP1P1"	46.39	166
"10860"	"HSBP1P2"	46.29	229
"10861"	"HSCB"	46.7	799.75
"10862"	"HSD11B1"	40.88	1106.75
"10863"	"HSD11B1-AS1"	41.63	415
"10864"	"HSD11B1L"	58.24	1214.5652173913
"10865"	"HSD11B2"	59.84	912
"10866"	"HSD17B1"	56.95	1883.8
"10867"	"HSD17B10"	51.98	783
"10868"	"HSD17B11"	39.84	831.428571428571
"10869"	"HSD17B12"	38.14	1138.71428571429
"10870"	"HSD17B13"	39.19	2318.5
"10871"	"HSD17B14"	51.4	817.5
"10872"	"HSD17B1P1"	64.13	955
"10873"	"HSD17B2"	42.39	2094
"10874"	"HSD17B3"	43.26	888.9
"10875"	"HSD17B3-AS1"	46.85	1072
"10876"	"HSD17B4"	37.34	1670.53846153846
"10877"	"HSD17B6"	44.92	1053.1
"10878"	"HSD17B7"	39.34	1066.45454545455
"10879"	"HSD17B7P1"	44.74	1017
"10880"	"HSD17B7P2"	39.3	1217
"10881"	"HSD17B8"	56.5925	959.875
"10882"	"HSD3B1"	44.53	968.6
"10883"	"HSD3B2"	43.8	998.166666666667
"10884"	"HSD3B7"	60.62	1705.66666666667
"10885"	"HSD3BP1"	46.15	1111
"10886"	"HSD3BP2"	44.76	1118
"10887"	"HSD3BP3"	43.89	994
"10888"	"HSD3BP4"	45.45	1120
"10889"	"HSD3BP5"	45.78	1132
"10890"	"HSDL1"	45.07	1342.5
"10891"	"HSDL2"	40.76	1704.2
"10892"	"HSF1"	56.87	1244.21428571429
"10893"	"HSF2"	35.55	1960.33333333333
"10894"	"HSF2BP"	43.01	1444.5
"10895"	"HSF4"	61.39	894.88
"10896"	"HSF5"	40.11	4118
"10897"	"HSFX1"	56.93	1963
"10898"	"HSFX2"	56.97	1966
"10899"	"HSFX3"	43.93	1264
"10900"	"HSFX4"	43.76	1184
"10901"	"HSFY1"	39.22	1333
"10902"	"HSFY1P1"	34.48	1279.5
"10903"	"HSFY2"	39.22	1337
"10904"	"HSFY3P"	42.77	919
"10905"	"HSFY4P"	35.7	1181
"10906"	"HSFY5P"	31.86	309
"10907"	"HSFY6P"	38.77	403
"10908"	"HSFY7P"	31.76	318
"10909"	"HSFY8P"	31.76	318
"10910"	"HSH2D"	51.55	1467.75
"10911"	"HSP90AA1"	47.25	1252.2
"10912"	"HSP90AA2P"	41.8	2196
"10913"	"HSP90AA4P"	41.29	1741.5
"10914"	"HSP90AA5P"	42.44	2192
"10915"	"HSP90AA6P"	34.97	520.5
"10916"	"HSP90AB1"	49.1	2613.75
"10917"	"HSP90AB2P"	42.24	1726.5
"10918"	"HSP90AB3P"	47.12	2173
"10919"	"HSP90AB4P"	45.94	1574
"10920"	"HSP90AB6P"	44.95	1980
"10921"	"HSP90AB7P"	45.35	2454
"10922"	"HSP90B1"	39.78	1240.9
"10923"	"HSP90B2P"	40.31	2384
"10924"	"HSP90B3P"	39.37	1567
"10925"	"HSPA12A"	47.79	2708.14285714286
"10926"	"HSPA12B"	56.27	3071
"10927"	"HSPA13"	36.7	2282.5
"10928"	"HSPA14"	39.43	1064.66666666667
"10929"	"HSPA1A"	59.775	2175.25
"10930"	"HSPA1B"	58.75375	2403.25
"10931"	"HSPA1L"	48.806	2587.6
"10932"	"HSPA2"	45.54	2874.66666666667
"10933"	"HSPA4"	41.3	2115.6
"10934"	"HSPA4L"	35.4	3747.4
"10935"	"HSPA5"	44.05	3921
"10936"	"HSPA6"	58.64	2355
"10937"	"HSPA7"	61.13	1927
"10938"	"HSPA8"	49.25	1207.75
"10939"	"HSPA8P1"	44.08	1833
"10940"	"HSPA8P11"	44.99	1898
"10941"	"HSPA8P13"	41.48	472
"10942"	"HSPA8P14"	47.64	1805
"10943"	"HSPA8P15"	47.04	786
"10944"	"HSPA8P16"	43.59	1865
"10945"	"HSPA8P17"	36.45	1382
"10946"	"HSPA8P18"	44.28	1928
"10947"	"HSPA8P19"	41.91	1517
"10948"	"HSPA8P20"	44.42	1007
"10949"	"HSPA8P3"	45.25	780
"10950"	"HSPA8P4"	41.77	1920
"10951"	"HSPA8P5"	46.4	2069
"10952"	"HSPA8P6"	42.01	1552
"10953"	"HSPA8P7"	43.89	1948
"10954"	"HSPA8P8"	44.85	1942
"10955"	"HSPA8P9"	45.14	1943
"10956"	"HSPA9"	42.45	1361
"10957"	"HSPA9P1"	45.84	2029
"10958"	"HSPB1"	63.65	919.666666666667
"10959"	"HSPB11"	40.17	779.333333333333
"10960"	"HSPB1P1"	63.28	256
"10961"	"HSPB1P2"	68.13	546
"10962"	"HSPB2"	61.03	843
"10963"	"HSPB2-C11orf52"	45.81	1206.5
"10964"	"HSPB3"	47.72	679
"10965"	"HSPB6"	62.52	911.333333333333
"10966"	"HSPB7"	61.04	1744.28571428571
"10967"	"HSPB8"	45.99	1069.33333333333
"10968"	"HSPB9"	62.66	549
"10969"	"HSPBAP1"	39.98	1425.16666666667
"10970"	"HSPBP1"	51.9	957.222222222222
"10971"	"HSPD1"	42.79	897.142857142857
"10972"	"HSPD1P1"	41.77	1726
"10973"	"HSPD1P10"	38.31	1676
"10974"	"HSPD1P11"	40.36	1702
"10975"	"HSPD1P12"	44.61	1069
"10976"	"HSPD1P14"	39.93	1618
"10977"	"HSPD1P15"	37.17	1122
